member_casual,rideable_type,start_station_name,rides,total_rides_at_station,total_rides_at_station_by_bike_type,total_rides_by_mem_cas_bike_type,total_length_of_trip_min,total_length_of_trip_day
casual,docked_bike,Austin Blvd & Madison St,22,376,22,274440,10863.05,7.55
casual,docked_bike,Kedzie Ave & Palmer Ct,233,4984,233,274440,12355.97,8.58
casual,docked_bike,Blue Island Ave & 18th St,383,6264,383,274440,71918.95,49.94
casual,docked_bike,Lincoln Ave & Diversey Pkwy,429,17528,429,274440,15075.42,10.46
casual,docked_bike,Troy St & Elston Ave,118,2425,118,274440,18521.75,12.86
casual,docked_bike,Wells St & 19th St,439,2681,439,274440,28823.93,20.01
casual,docked_bike,Damen Ave & Clybourn Ave,152,5241,152,274440,7118.38,4.94
casual,docked_bike,Lake Shore Dr & Wellington Ave,336,5753,336,274440,15520.16,10.78
casual,docked_bike,Ellis Ave & 60th St,317,24185,317,274440,11171.32,7.77
casual,docked_bike,Ada St & 113th St,6,122,6,274440,301.87,0.21
casual,docked_bike,Kostner Ave & Lake St,3,122,3,274440,614.08,0.43
casual,docked_bike,Ashland Ave & Pershing Rd,35,379,35,274440,4557.2,3.16
casual,docked_bike,Museum of Science and Industry,857,5499,857,274440,101589.29,70.54
casual,docked_bike,Elizabeth (May) St & Fulton St,172,6523,172,274440,6438.45,4.48
casual,docked_bike,Michigan Ave & Jackson Blvd,2003,12411,2003,274440,219334.34,152.31
casual,docked_bike,Dauphin Ave & 103rd St,23,124,23,274440,6630.43,4.61
casual,docked_bike,Clark St & Montrose Ave,278,6780,278,274440,12776.41,8.87
casual,docked_bike,Dearborn St & Erie St,1078,31356,1078,274440,88782.46,61.65
casual,docked_bike,Franklin St & Adams St (Temp),766,10621,766,274440,40974.74,28.45
casual,docked_bike,Oakley Ave & Touhy Ave,34,638,34,274440,6370.55,4.42
casual,docked_bike,State St & 33rd St,271,10878,271,274440,12709.13,8.82
casual,docked_bike,Ogden Ave & Congress Pkwy,86,3199,86,274440,6370.13,4.43
casual,docked_bike,Oglesby Ave & 100th St,18,129,18,274440,1326.97,0.92
casual,docked_bike,Central Ave & Lake St,39,385,39,274440,38588.95,26.8
casual,docked_bike,Ashland Ave & Archer Ave,84,1153,84,274440,7072.73,4.91
casual,docked_bike,Rush St & Cedar St,898,20865,898,274440,50137.15,34.82
casual,docked_bike,Michigan Ave & 71st St,8,130,8,274440,1136.77,0.79
casual,docked_bike,Clark St & Lunt Ave,74,2946,74,274440,4499.3,3.13
casual,docked_bike,Constance Ave & 95th St,10,131,10,274440,1005.0,0.7
casual,docked_bike,Kedzie Ave & 21st St,30,387,30,274440,6142.78,4.26
casual,docked_bike,Loomis St & Archer Ave,67,1411,67,274440,12623.78,8.77
casual,docked_bike,South Shore Dr & 71st St,161,1667,161,274440,22706.54,15.77
casual,docked_bike,Major Taylor Trail & 124th St,9,132,9,274440,245.6,0.17
casual,docked_bike,Stony Island Ave & 67th St,51,388,51,274440,3590.5,2.5
casual,docked_bike,Fairbanks St & Superior St,504,9860,504,274440,92900.74,64.51
casual,docked_bike,Avenue O & 118th St,1,133,1,274440,3.68,0.0
casual,docked_bike,Kedzie Ave & 110th St,7,133,7,274440,346.93,0.24
casual,docked_bike,Leavitt St & Belmont Ave,209,4742,209,274440,15160.88,10.52
casual,docked_bike,Jeffery Blvd & 71st St,47,391,47,274440,2772.5,1.92
casual,docked_bike,Winchester (Ravenswood) Ave & Balmoral Ave,76,2183,76,274440,2869.59,1.99
casual,docked_bike,Hermitage Ave & Polk St,107,2695,107,274440,2919.89,2.03
casual,docked_bike,Damen Ave & Wellington Ave,161,5255,161,274440,9422.64,6.54
casual,docked_bike,Sheridan Rd & Noyes St (NU),295,6023,295,274440,19554.42,13.59
casual,docked_bike,Orleans St & Merchandise Mart Plaza,424,19847,424,274440,17156.32,11.92
casual,docked_bike,Lake Park Ave & 47th St,259,2696,259,274440,25466.97,17.68
casual,docked_bike,Eggleston Ave & 69th St,15,137,15,274440,21008.58,14.59
casual,docked_bike,Clark St & North Ave,845,13961,845,274440,88769.36,61.64
casual,docked_bike,Clark St & Drummond Pl,831,23945,831,274440,50171.97,34.83
casual,docked_bike,Canal St & Taylor St,356,6282,356,274440,25332.41,17.59
casual,docked_bike,Larrabee St & Menomonee St,198,6538,198,274440,13925.66,9.67
casual,docked_bike,Halsted St & 73rd St,14,139,14,274440,1185.07,0.82
casual,docked_bike,Franklin St & Chicago Ave,309,15755,309,274440,49950.2,34.69
casual,docked_bike,Fairbanks Ct & Grand Ave,1905,25227,1905,274440,156347.36,108.58
casual,docked_bike,Clyde Ave & 87th St,18,140,18,274440,2095.08,1.45
casual,docked_bike,Karlov Ave & Madison St,7,140,7,274440,6790.03,4.71
casual,docked_bike,Lincoln Ave & Belmont Ave,301,12172,301,274440,12563.39,8.73
casual,docked_bike,Wells St & Hubbard St,770,25996,770,274440,48738.55,33.85
casual,docked_bike,New St & Illinois St,2253,27020,2253,274440,148697.7,103.25
casual,docked_bike,Wabash Ave & 87th St,26,397,26,274440,9809.98,6.81
casual,docked_bike,Jeffery Blvd & 67th St,96,653,96,274440,16849.69,11.7
casual,docked_bike,Indiana Ave & Roosevelt Rd,3019,29069,3019,274440,260705.2,181.05
casual,docked_bike,Lake Shore Dr & Belmont Ave,467,5774,467,274440,23685.9,16.44
casual,docked_bike,Wentworth Ave & Cermak Rd,1146,9614,1146,274440,69629.01,48.34
casual,docked_bike,Indiana Ave & 103rd St,3,143,3,274440,18399.47,12.78
casual,docked_bike,Stave St & Armitage Ave,191,5263,191,274440,20924.33,14.53
casual,docked_bike,Burnham Greenway & 112th St,26,144,26,274440,3504.81,2.44
casual,docked_bike,Prairie Ave & 43rd St,81,912,81,274440,5869.83,4.08
casual,docked_bike,Shields Ave & 28th Pl,55,1936,55,274440,2565.07,1.78
casual,docked_bike,Broadway & Berwyn Ave,339,8850,339,274440,27261.63,18.93
casual,docked_bike,Stony Island Ave & 75th St,32,403,32,274440,2546.75,1.77
casual,docked_bike,Wood St & Taylor St (Temp),76,7059,76,274440,2892.43,2.01
casual,docked_bike,Fort Dearborn Dr & 31st St,1832,10131,1832,274440,247056.94,171.57
casual,docked_bike,Commercial Ave & 130th St,13,148,13,274440,777.67,0.54
casual,docked_bike,Calumet Ave & 51st St,78,1172,78,274440,2884.31,2.0
casual,docked_bike,Evanston Civic Center,63,1685,63,274440,6403.92,4.45
casual,docked_bike,Lincoln Ave & Sunnyside Ave,244,5781,244,274440,9236.13,6.4
casual,docked_bike,Broadway & Wilson - Truman College Vaccination Site,377,10645,377,274440,68887.1,47.83
casual,docked_bike,Clark St & Lake St,752,16789,752,274440,106938.61,74.26
casual,docked_bike,Vincennes Ave & 75th St,6,150,6,274440,1610.57,1.12
casual,docked_bike,Western Blvd & 48th Pl,28,406,28,274440,23688.17,16.45
casual,docked_bike,Lincolnwood Dr & Central St,41,662,41,274440,2241.79,1.56
casual,docked_bike,Clark St & Schreiber Ave,121,3222,121,274440,7815.19,5.43
casual,docked_bike,Albany Ave & Montrose Ave,88,2199,88,274440,7395.65,5.14
casual,docked_bike,Orleans St & Hubbard St,241,10903,241,274440,37927.86,26.34
casual,docked_bike,Shields Ave & 43rd St,2,152,2,274440,60.98,0.04
casual,docked_bike,LaSalle Dr & Huron St,477,15769,477,274440,40105.32,27.85
casual,docked_bike,Campbell Ave & Montrose Ave,31,3226,31,274440,2868.75,1.99
casual,docked_bike,State St & 19th St,278,3226,278,274440,56150.91,38.99
casual,docked_bike,May St & Taylor St,360,10907,360,274440,23815.96,16.54
casual,docked_bike,Sangamon St & Washington Blvd,319,11419,319,274440,12027.58,8.36
casual,docked_bike,Morgan St & Polk St,231,11675,231,274440,9857.13,6.84
casual,docked_bike,Halsted St & 78th St,12,156,12,274440,702.28,0.49
casual,docked_bike,Budlong Woods Library,29,1180,29,274440,1970.95,1.37
casual,docked_bike,Central St & Girard Ave,87,1180,87,274440,16638.87,11.55
casual,docked_bike,State St & Pearson St,531,12189,531,274440,32507.04,22.58
casual,docked_bike,Damen Ave & 59th St,45,158,45,274440,15496.86,10.76
casual,docked_bike,Houston Ave & 92nd St,9,158,9,274440,327.43,0.23
casual,docked_bike,Kostner Ave & Adams St,7,158,7,274440,363.07,0.25
casual,docked_bike,Yates Blvd & 93rd St,2,159,2,274440,8221.65,5.71
casual,docked_bike,Central St Metra,53,1439,53,274440,4932.07,3.42
casual,docked_bike,Western Ave & Granville Ave,95,1439,95,274440,10208.28,7.09
casual,docked_bike,Blackstone Ave & Hyde Park Blvd,224,5023,224,274440,14347.37,9.96
casual,docked_bike,Commercial Ave & 83rd St,12,160,12,274440,22920.33,15.92
casual,docked_bike,Greenwood Ave & 79th St,14,160,14,274440,370.77,0.26
casual,docked_bike,Princeton Ave & Garfield Blvd,31,416,31,274440,1184.82,0.82
casual,docked_bike,Ridge Blvd & Howard St,41,928,41,274440,1531.68,1.06
casual,docked_bike,Woodlawn Ave & Lake Park Ave,159,1696,159,274440,15481.25,10.75
casual,docked_bike,Lincoln Ave & Waveland Ave,170,5281,170,274440,24941.67,17.31
casual,docked_bike,Sedgwick St & Huron St,288,14498,288,274440,22160.37,15.39
casual,docked_bike,Ashland Ave & 50th St,9,163,9,274440,1717.7,1.19
casual,docked_bike,Latrobe Ave & Chicago Ave,11,163,11,274440,38666.77,26.85
casual,docked_bike,Marquette Ave & 89th St,14,163,14,274440,3058.22,2.12
casual,docked_bike,Wilton Ave & Diversey Pkwy,511,20387,511,274440,19684.77,13.66
casual,docked_bike,California Ave & 26th St,5,420,5,274440,414.12,0.29
casual,docked_bike,Calumet Park,148,420,148,274440,57723.99,40.09
casual,docked_bike,Halsted St & 35th St,161,2212,161,274440,18137.85,12.6
casual,docked_bike,Racine Ave & Garfield Blvd,19,165,19,274440,24542.15,17.04
casual,docked_bike,Chicago Ave & Washington St,166,3749,166,274440,17886.71,12.42
casual,docked_bike,Damen Ave & Grand Ave,162,6309,162,274440,5266.9,3.66
casual,docked_bike,Broadway & Thorndale Ave,379,7334,379,274440,32534.62,22.59
casual,docked_bike,Michigan Ave & 18th St,540,10150,540,274440,32366.53,22.47
casual,docked_bike,Stony Island Ave & South Chicago Ave,10,167,10,274440,1214.72,0.85
casual,docked_bike,Drake Ave & Addison St,76,1191,76,274440,12567.37,8.73
casual,docked_bike,Cityfront Plaza Dr & Pioneer Ct,1036,14759,1036,274440,66401.63,46.1
casual,docked_bike,Sheffield Ave & Webster Ave,682,18087,682,274440,20950.75,14.53
casual,docked_bike,McCormick Place,801,5032,801,274440,47555.82,33.03
casual,docked_bike,Elston Ave & Cortland St,381,8872,381,274440,10285.26,7.14
casual,docked_bike,Franklin St & Lake St,542,17064,542,274440,82288.43,57.15
casual,docked_bike,Warren Park West,166,1193,166,274440,13704.06,9.52
casual,docked_bike,Wentworth Ave & 24th St (Temp),215,1961,215,274440,9751.13,6.78
casual,docked_bike,Halsted St & 51st St,8,170,8,274440,7937.18,5.51
casual,docked_bike,Cottage Grove Ave & 43rd St,81,938,81,274440,4433.08,3.08
casual,docked_bike,Clinton St & 18th St,124,3242,124,274440,5294.01,3.68
casual,docked_bike,Chicago Ave & Sheridan Rd,452,5034,452,274440,38066.84,26.45
casual,docked_bike,Orleans St & Elm St,139,5803,139,274440,6797.67,4.72
casual,docked_bike,Clark St & Leland Ave,296,9899,296,274440,12945.61,8.98
casual,docked_bike,East End Ave & 87th St,17,172,17,274440,5452.18,3.79
casual,docked_bike,Elizabeth St & 92nd St,8,172,8,274440,545.88,0.38
casual,docked_bike,Stony Island Ave & 71st St,38,428,38,274440,4487.04,3.12
casual,docked_bike,Kedzie Ave & Milwaukee Ave,724,13228,724,274440,171137.19,118.85
casual,docked_bike,Damen Ave & Coulter St,28,685,28,274440,7994.52,5.55
casual,docked_bike,Wells St & Elm St,943,37549,943,274440,35731.85,24.82
casual,docked_bike,Central Park Ave & Bloomingdale Ave,381,3246,381,274440,33683.16,23.4
casual,docked_bike,Evans Ave & 75th St,5,175,5,274440,92.05,0.06
casual,docked_bike,St. Louis Ave & Fullerton Ave,159,3247,159,274440,30501.4,21.18
casual,docked_bike,Sedgwick St & North Ave,609,18095,609,274440,31178.74,21.65
casual,docked_bike,Canal St & Adams St,805,20143,805,274440,80446.4,55.86
casual,docked_bike,Dodge Ave & Church St,42,944,42,274440,7792.53,5.42
casual,docked_bike,Indiana Ave & 26th St,94,2736,94,274440,18369.75,12.76
casual,docked_bike,Damen Ave & Sunnyside Ave,140,3760,140,274440,8255.3,5.74
casual,docked_bike,Clinton St & Roosevelt Rd,401,8369,401,274440,32238.14,22.39
casual,docked_bike,Washtenaw Ave & Ogden Ave,84,1202,84,274440,5839.19,4.05
casual,docked_bike,Halsted St & Polk St,222,11442,222,274440,7211.07,5.01
casual,docked_bike,Clark St & Grace St,831,17330,831,274440,87354.84,60.67
casual,docked_bike,Federal St & Polk St,553,19890,553,274440,34252.24,23.79
casual,docked_bike,Vincennes Ave & 104th St,9,179,9,274440,2446.32,1.7
casual,docked_bike,Sawyer Ave & Irving Park Rd,81,1203,81,274440,4078.1,2.83
casual,docked_bike,Eckhart Park,288,10675,288,274440,18977.64,13.18
casual,docked_bike,Knox Ave & Montrose Ave,38,692,38,274440,3358.62,2.33
casual,docked_bike,Leavitt St & Division St,181,5044,181,274440,16679.74,11.58
casual,docked_bike,Paulina St & Flournoy St,106,10420,106,274440,3952.93,2.74
casual,docked_bike,Milwaukee Ave & Cuyler Ave,54,949,54,274440,13301.93,9.24
casual,docked_bike,Glenwood Ave & Touhy Ave,131,2229,131,274440,29694.91,20.62
casual,docked_bike,California Ave & Byron St,188,2485,188,274440,7357.28,5.1
casual,docked_bike,Ashland Ave & 74th St,9,182,9,274440,3417.63,2.37
casual,docked_bike,Cottage Grove Ave & 51st St,69,1206,69,274440,4648.98,3.23
casual,docked_bike,Greenview Ave & Diversey Pkwy,196,7862,196,274440,8382.08,5.82
casual,docked_bike,Lincoln Ave & Roscoe St,433,11702,433,274440,14461.16,10.04
casual,docked_bike,Larrabee St & Kingsbury St,243,18358,243,274440,11337.47,7.87
casual,docked_bike,Clark St & Elm St,1089,40886,1089,274440,126837.34,88.06
casual,docked_bike,Vernon Ave & 75th St,20,183,20,274440,2292.62,1.59
casual,docked_bike,Leavitt St & Archer Ave,62,951,62,274440,48524.78,33.7
casual,docked_bike,Maplewood Ave & Peterson Ave,66,696,66,274440,5259.99,3.65
casual,docked_bike,Western Ave & Monroe St,137,2488,137,274440,16381.64,11.38
casual,docked_bike,Carpenter St & Huron St,232,12216,232,274440,11102.29,7.71
casual,docked_bike,Halsted St & Clybourn Ave,540,20408,540,274440,27311.76,18.97
casual,docked_bike,Damen Ave & Walnut (Lake) St,135,3257,135,274440,4864.27,3.38
casual,docked_bike,Troy St & North Ave,211,3257,211,274440,12936.28,8.98
casual,docked_bike,Dearborn St & Monroe St,916,18874,916,274440,51190.71,35.55
casual,docked_bike,Halsted St & 37th St,33,699,33,274440,830.77,0.58
casual,docked_bike,Racine Ave & 35th St,68,1211,68,274440,19663.72,13.65
casual,docked_bike,Lakefront Trail & Bryn Mawr Ave,1248,16059,1248,274440,87501.88,60.78
casual,docked_bike,Mies van der Rohe Way & Chicago Ave,1079,17339,1079,274440,68377.81,47.49
casual,docked_bike,Wabash Ave & 9th St,1270,17339,1270,274440,86898.38,60.35
casual,docked_bike,Dusable Harbor,4374,20411,4374,274440,417150.12,289.72
casual,docked_bike,Keystone Ave & Montrose Ave,65,956,65,274440,7232.44,5.02
casual,docked_bike,Warren Park East,75,1212,75,274440,2901.2,2.01
casual,docked_bike,LaSalle St & Washington St,374,10684,374,274440,77318.58,53.69
casual,docked_bike,Ellis Ave & 58th St,219,9149,219,274440,16526.35,11.48
casual,docked_bike,Ashland Ave & 78th St,2,190,2,274440,12963.57,9.0
casual,docked_bike,Ellis Ave & 83rd St,15,190,15,274440,2575.72,1.79
casual,docked_bike,Larrabee St & Division St,448,12478,448,274440,20963.23,14.56
casual,docked_bike,Southport Ave & Roscoe St,694,20670,694,274440,45231.65,31.41
casual,docked_bike,Baltimore Ave & 87th St,13,191,13,274440,16744.87,11.63
casual,docked_bike,900 W Harrison St,417,9919,417,274440,24637.21,17.12
casual,docked_bike,Aberdeen St & Jackson Blvd,333,12223,333,274440,14362.18,9.97
casual,docked_bike,Western & 28th - Velasquez Institute Vaccination Site,14,192,14,274440,1377.8,0.96
casual,docked_bike,Halsted St & 18th St,84,1984,84,274440,3933.5,2.73
casual,docked_bike,Clark St & Berwyn Ave,498,10944,498,274440,28784.93,19.99
casual,docked_bike,Homewood Ave & 115th St,7,193,7,274440,4545.08,3.16
casual,docked_bike,Jeffery Blvd & 76th St,22,193,22,274440,8501.43,5.9
casual,docked_bike,Kedzie Ave & Leland Ave,81,1473,81,274440,6299.45,4.37
casual,docked_bike,Damen Ave & Madison St,214,3521,214,274440,15552.94,10.81
casual,docked_bike,Sheridan Rd & Columbia Ave,208,4033,208,274440,28639.5,19.89
casual,docked_bike,Cottage Grove Ave & 78th St,15,194,15,274440,1455.22,1.01
casual,docked_bike,State St & 79th St,33,451,33,274440,527.42,0.37
casual,docked_bike,Kingsbury St & Erie St,273,20675,273,274440,12386.4,8.6
casual,docked_bike,Central Park Ave & Elbridge Ave,75,2500,75,274440,3641.15,2.52
casual,docked_bike,California Ave & Montrose Ave,292,3268,292,274440,27939.71,19.41
casual,docked_bike,Halsted St & Dickens Ave,602,18372,602,274440,52766.85,36.64
casual,docked_bike,Green St & Madison St,730,27844,730,274440,37722.46,26.21
casual,docked_bike,Halsted St & 104th St,1,197,1,274440,66.22,0.05
casual,docked_bike,Stewart Ave & 63rd St,6,197,6,274440,147.82,0.1
casual,docked_bike,Dorchester Ave & 49th St,91,1477,91,274440,12103.75,8.4
casual,docked_bike,Woodlawn Ave & 55th St,246,8646,246,274440,14029.04,9.74
casual,docked_bike,Ashland Ave & Chicago Ave,229,9670,229,274440,7640.57,5.31
casual,docked_bike,Indiana Ave & 31st St,159,4039,159,274440,43548.6,30.24
casual,docked_bike,Sheffield Ave & Kingsbury St,401,14535,401,274440,13361.23,9.29
casual,docked_bike,Emerald Ave & 28th St,117,2760,117,274440,5845.67,4.06
casual,docked_bike,Adler Planetarium,2698,15048,2698,274440,160197.96,111.23
casual,docked_bike,Ravenswood Ave & Irving Park Rd,244,5833,244,274440,9188.11,6.38
casual,docked_bike,Wallace St & 35th St,78,2506,78,274440,8791.8,6.1
casual,docked_bike,Wood St & Chicago Ave,201,7883,201,274440,6122.32,4.25
casual,docked_bike,Leavitt St & Lawrence Ave,93,3020,93,274440,5573.95,3.87
casual,docked_bike,Eberhart Ave & 91st St,9,205,9,274440,1717.42,1.19
casual,docked_bike,Western Ave & Howard St,58,973,58,274440,2445.29,1.7
casual,docked_bike,Oakley Ave & Irving Park Rd,97,2509,97,274440,13244.3,9.2
casual,docked_bike,Shore Dr & 55th St,1091,13517,1091,274440,90015.37,62.52
casual,docked_bike,Franklin St & Illinois St,383,17613,383,274440,25280.17,17.55
casual,docked_bike,Lincoln Ave & Belle Plaine Ave,182,6350,182,274440,6649.14,4.62
casual,docked_bike,Fairfield Ave & Roosevelt Rd,36,719,36,274440,1927.28,1.34
casual,docked_bike,Racine Ave & 13th St,95,1231,95,274440,4511.17,3.13
casual,docked_bike,Sheridan Rd & Montrose Ave,548,15823,548,274440,55083.59,38.24
casual,docked_bike,Perry Ave & 69th St,17,208,17,274440,6772.43,4.7
casual,docked_bike,State St & 95th St,27,720,27,274440,62134.97,43.15
casual,docked_bike,Calumet Ave & 35th St,79,2256,79,274440,4239.45,2.94
casual,docked_bike,Southport Ave & Clark St,171,3536,171,274440,5588.01,3.88
casual,docked_bike,Damen Ave & Charleston St,417,6864,417,274440,19429.06,13.49
casual,docked_bike,Kedzie Ave & 24th St,15,209,15,274440,1179.53,0.82
casual,docked_bike,Loomis Blvd & 84th St,10,209,10,274440,513.78,0.36
casual,docked_bike,Clark St & Jarvis Ave,42,1233,42,274440,2074.94,1.44
casual,docked_bike,Elmwood Ave & Austin St,28,1233,28,274440,3442.7,2.39
casual,docked_bike,Morgan St & Pershing Rd,21,210,21,274440,457.88,0.32
casual,docked_bike,Orleans St & Chestnut St (NEXT Apts),249,11986,249,274440,9359.06,6.5
casual,docked_bike,DuSable Lake Shore Dr & Wellington Ave,720,16338,720,274440,40384.04,28.06
casual,docked_bike,Paulina St & Montrose Ave,147,3795,147,274440,12481.68,8.67
casual,docked_bike,Winchester Ave & Elston Ave,104,4051,104,274440,4643.99,3.22
casual,docked_bike,California Ave & North Ave,250,5587,250,274440,44288.63,30.76
casual,docked_bike,Ashland Ave & Wellington Ave,235,6611,235,274440,9997.6,6.94
casual,docked_bike,Western Ave & Winnebago Ave,470,10451,470,274440,46129.4,32.03
casual,docked_bike,Broadway & Belmont Ave,625,17619,625,274440,53085.9,36.86
casual,docked_bike,Central Park Ave & 24th St,14,212,14,274440,377.55,0.26
casual,docked_bike,Paulina St & Howard St,148,2516,148,274440,26686.13,18.53
casual,docked_bike,Aberdeen St & Randolph St,402,10965,402,274440,47038.38,32.68
casual,docked_bike,South Shore Dr & 67th St,203,1238,203,274440,15280.03,10.61
casual,docked_bike,Kosciuszko Park,109,2262,109,274440,5423.07,3.77
casual,docked_bike,Wabash Ave & Grand Ave,2172,32983,2172,274440,289176.67,200.84
